,*Warn,CurrentScore,Division,OverallPlace,PlayTime,ScoredImages,Server2016_sf_gms-Found,Server2016_sf_gms-Penalties,Server2016_sf_gms-Remaining,Server2016_sf_gms-Score,Server2016_sf_gms-Time,Server2016_sf_gms-Warn,State,StatePlace,TeamName,TeamNumber,Tier,Ubuntu16_sf_sms-Found,Ubuntu16_sf_sms-Penalties,Ubuntu16_sf_sms-Remaining,Ubuntu16_sf_sms-Score,Ubuntu16_sf_sms-Time,Ubuntu16_sf_sms-Warn,Windows8_1_sf_sms-Found,Windows8_1_sf_sms-Penalties,Windows8_1_sf_sms-Remaining,Windows8_1_sf_sms-Score,Windows8_1_sf_sms-Time,Windows8_1_sf_sms-Warn
1,,239.0,Middle School,1.0,04:06,3,0,0,38,0, 4:07,,VA,1.0,,10-0301,Middle School,26,0,8,76, 4:05,,31,0,3,91, 4:07,
2,,226.0,Middle School,2.0,05:48,3,28,0,10,71, 5:47,,MD,1.0,,10-1721,Middle School,24,0,10,67, 5:41,,30,0,4,88, 5:45,
3,,220.0,Middle School,3.0,05:54,3,27,0,11,65, 5:16,,CA,1.0,,10-0403,Middle School,21,0,13,58, 5:54,,33,0,1,97, 5:53,
